commit	full_hash	date	refs	family	subject	changed_file_count	change_statuses	changed_paths
ac010c5	ac010c59a12bb3e809f4ccd2a80176644af54d53	2026-06-16T09:01:10-03:00	.	jax-mappo-training-core	feat: raise forage curriculum cookie reward	1	M	notebooks/train_mappo_curriculum.ipynb
772be2d	772be2d2aaf540147d4baec5735b01b94c503381	2026-06-16T09:34:06-03:00	.	communication-memory-bytes	feat: expose forage curriculum gamma	8	M	README.md;notebooks/train_mappo_curriculum.ipynb;src/ant_byte_env/notebook_workflows.py;src/ant_byte_env/training/jax_mappo/cli.py;src/ant_byte_env/training/torch_mappo/cli.py;tests/test_notebook_workflows.py;tests/test_train_mappo.py;tests/test_train_mappo_jax.py
abbf879	abbf87915fd315a10662ff1a2a328d3a86f90643	2026-06-17T11:46:03-03:00	.	communication-memory-bytes	feat: extend forage curriculum to 50x50	34	M	README.md;autoresearch/GOAL.md;experiments/communication_bits.json;experiments/direct_goal_baseline.json;experiments/forage_curriculum.json;notebooks/train_jax_ant_count_curriculum.ipynb;notebooks/train_jax_communication_curriculum.ipynb;notebooks/train_mappo_curriculum.ipynb;src/ant_byte_env/cli.py;src/ant_byte_env/env.py;src/ant_byte_env/jax_env.py;src/ant_byte_env/notebook_workflows.py;src/ant_byte_env/rendering.py;src/ant_byte_env/training/jax_mappo/cli.py;src/ant_byte_env/training/jax_mappo/core.py;src/ant_byte_env/training/jax_mappo/evaluation.py;src/ant_byte_env/training/jax_mappo/probe.py;src/ant_byte_env/training/jax_mappo/rollout.py;src/ant_byte_env/training/jax_mappo/runner.py;src/ant_byte_env/training/jax_mappo/transfer.py;src/ant_byte_env/training/torch_mappo/checkpointing.py;src/ant_byte_env/training/torch_mappo/cli.py;src/ant_byte_env/training/torch_mappo/curriculum.py;src/ant_byte_env/training/torch_mappo/evaluation.py;src/ant_byte_env/training/torch_mappo/observations.py;src/ant_byte_env/training/torch_mappo/rollout.py;tests/test_env_api.py;tests/test_jax_env.py;tests/test_notebook_workflows.py;tests/test_notebooks.py;tests/test_render.py;tests/test_research_workflow.py;tests/test_train_mappo.py;tests/test_train_mappo_jax.py
9b06bb5	9b06bb5357d1ca7134d2a9f50e1106ea3d4e2f84	2026-06-17T13:58:58-03:00	.	communication-memory-bytes	feat: add optional wandb logging for jax runs	6	A;M	pyproject.toml;src/ant_byte_env/training/jax_mappo/cli.py;src/ant_byte_env/training/jax_mappo/runner.py;src/ant_byte_env/wandb_tracking.py;tests/test_train_mappo_jax.py;tests/test_wandb_tracking.py
435ea18	435ea18d180e10ac11740c9a0132d2e16f4f5e34	2026-06-17T14:01:02-03:00	.	communication-memory-bytes	feat: log curriculum previews to wandb	2	M	src/ant_byte_env/notebook_workflows.py;tests/test_notebook_workflows.py
57fef7c	57fef7cb8fa68a72de1b303f0ff1a723deb9b758	2026-06-17T14:02:39-03:00	.	jax-mappo-training-core	docs: expose wandb curriculum monitoring	3	M	README.md;notebooks/train_mappo_curriculum.ipynb;tests/test_notebooks.py
cdcb567	cdcb567acd12e63e669e4170185bfe264f39f8aa	2026-06-17T14:14:16-03:00	.	communication-memory-bytes	feat: enable jax forage distance shaping	4	M	src/ant_byte_env/training/jax_mappo/cli.py;src/ant_byte_env/training/jax_mappo/core.py;src/ant_byte_env/training/jax_mappo/rollout.py;tests/test_train_mappo_jax.py
132a3e9	132a3e929e230a46d8e7c63c9629f5a65533c9c7	2026-06-17T14:15:27-03:00	.	communication-memory-bytes	feat: limit curriculum wandb preview stages	2	M	src/ant_byte_env/notebook_workflows.py;tests/test_notebook_workflows.py
8b4b062	8b4b062f7aff3552f94c6f72cfaa773bd7851ced	2026-06-17T14:27:50-03:00	.	communication-memory-bytes	feat: add forage 50x50 autoresearch	4	A;M	autoresearch/forage_50x50_sweep.json;src/ant_byte_env/cli.py;src/ant_byte_env/forage_autoresearch.py;tests/test_research_workflow.py
0d08aa1	0d08aa19feb850add4420659248866463612dc4a	2026-06-17T14:43:04-03:00	.	communication-memory-bytes	feat: log forage rollout diagnostics	5	A;M	autoresearch/ideas/020-forage-50x50-r1-live.md;src/ant_byte_env/training/jax_mappo/core.py;src/ant_byte_env/training/jax_mappo/rollout.py;src/ant_byte_env/training/jax_mappo/runner.py;tests/test_train_mappo_jax.py
27abcc8	27abcc8f6dca2bef1494799f9b78cf67fe2cbca9	2026-06-17T14:53:41-03:00	.	jax-mappo-training-core	feat: add forage memory sweep candidates	3	A;M	autoresearch/forage_50x50_sweep.json;autoresearch/ideas/021-forage-50x50-h1-horizon.md;tests/test_research_workflow.py
8efc1b4	8efc1b4d0a324134173d7911b4f559e0322a8722	2026-06-17T14:57:02-03:00	.	communication-memory-bytes	feat: log jax write memory diagnostics	4	M	src/ant_byte_env/training/jax_mappo/core.py;src/ant_byte_env/training/jax_mappo/rollout.py;src/ant_byte_env/training/jax_mappo/runner.py;tests/test_train_mappo_jax.py
874ffc2	874ffc2c59412a1ebd3c6f77130ba4233b1afb37	2026-06-17T15:00:26-03:00	.	communication-memory-bytes	docs: record forage m1 memory run	1	A	autoresearch/ideas/022-forage-50x50-m1-memory.md
b97b056	b97b0563632b0732c927ad1cf3b34ea5761cc065	2026-06-17T19:00:26-03:00	.	jax-mappo-training-core	feat: add lighter forage memory candidate	3	A;M	autoresearch/forage_50x50_sweep.json;autoresearch/ideas/023-forage-50x50-m2-footprint.md;tests/test_research_workflow.py
d5d003d	d5d003db2a3d30c47778cce71db0e9b702ff47f1	2026-06-17T19:19:59-03:00	.	jax-mappo-training-core	feat: add lower-noise forage memory candidate	3	A;M	autoresearch/forage_50x50_sweep.json;autoresearch/ideas/024-forage-50x50-m3-write-noise.md;tests/test_research_workflow.py
2b3f41f	2b3f41fcd42ecddea283913fcd2b86514b44c3e5	2026-06-18T10:52:26-03:00	.	autocurriculum-exploration-baselines	feat: add ant byte autocurriculum env	3	A;M	src/ant_byte_env/__init__.py;src/ant_byte_env/autocurriculum_env.py;tests/test_autocurriculum_env.py
2da22a2	2da22a20857eca641a02dc007db2cbd0596ec7f5	2026-06-18T11:16:28-03:00	.	autocurriculum-exploration-baselines	feat: add JAX autocurriculum forage env	16	A;M	experiments/autocurriculum.json;notebooks/train_mappo_autocurriculum.ipynb;src/ant_byte_env/autocurriculum_env.py;src/ant_byte_env/jax_autocurriculum_env.py;src/ant_byte_env/notebook_workflows.py;src/ant_byte_env/rendering.py;src/ant_byte_env/training/jax_mappo/cli.py;src/ant_byte_env/training/jax_mappo/core.py;src/ant_byte_env/training/jax_mappo/curriculum.py;src/ant_byte_env/training/jax_mappo/evaluation.py;src/ant_byte_env/training/jax_mappo/runner.py;tests/test_autocurriculum_env.py;tests/test_jax_env.py;tests/test_notebook_workflows.py;tests/test_notebooks.py;tests/test_train_mappo_jax.py
13c623e	13c623effbfb4a313294b26a9a686f84bcf93b86	2026-06-18T11:21:54-03:00	.	autocurriculum-exploration-baselines	feat: expose autocurriculum advance cookies knob	2	M	notebooks/train_mappo_autocurriculum.ipynb;tests/test_notebooks.py
3828e65	3828e65d28deeae5aa9074e95db252e7b33bd674	2026-06-18T11:29:23-03:00	.	autocurriculum-exploration-baselines	feat: log autocurriculum rollout video to wandb	4	M	notebooks/train_mappo_autocurriculum.ipynb;src/ant_byte_env/notebook_workflows.py;tests/test_notebook_workflows.py;tests/test_notebooks.py
f795f2d	f795f2d9d23a6efa29b33bd9f7d32ed841c31824	2026-06-18T11:44:22-03:00	.	autocurriculum-exploration-baselines	fix: stabilize autocurriculum rollout frame size	2	M	src/ant_byte_env/autocurriculum_env.py;tests/test_autocurriculum_env.py
336803c	336803c4ec8c1fe32f64af92f61006848181e28c	2026-06-18T12:06:44-03:00	.	autocurriculum-exploration-baselines	perf: throttle jax mappo metric logging	6	M	experiments/autocurriculum.json;src/ant_byte_env/notebook_workflows.py;src/ant_byte_env/training/jax_mappo/cli.py;src/ant_byte_env/training/jax_mappo/runner.py;tests/test_notebook_workflows.py;tests/test_train_mappo_jax.py
ceaf3ba	ceaf3badf966e7087419c648f42de84c1029d635	2026-06-18T13:51:09-03:00	.	autocurriculum-exploration-baselines	fix: sample autocurriculum evaluation by default	3	M	src/ant_byte_env/training/jax_mappo/evaluation.py;src/ant_byte_env/training/jax_mappo/rollout.py;tests/test_train_mappo_jax.py
8b273dd	8b273ddab6fef84aebc7aa11bb1a84d1ff6885fa	2026-06-18T14:37:38-03:00	.	autocurriculum-exploration-baselines	feat: add autocurriculum autoresearch sweep	9	A;M	autoresearch/autocurriculum_sweep.json;src/ant_byte_env/autocurriculum_autoresearch.py;src/ant_byte_env/cli.py;src/ant_byte_env/training/jax_mappo/cli.py;src/ant_byte_env/training/jax_mappo/runner.py;src/ant_byte_env/wandb_tracking.py;tests/test_research_workflow.py;tests/test_train_mappo_jax.py;tests/test_wandb_tracking.py
c6e5a61	c6e5a61449e3ec625d705a3b1b983bb7c3f6a802	2026-06-18T14:44:09-03:00	.	autocurriculum-exploration-baselines	chore: refine autocurriculum reward sweep	2	M	autoresearch/autocurriculum_sweep.json;tests/test_research_workflow.py
722d130	722d130d13d7fd73b1c3ffd95092922caa81489f	2026-06-18T14:50:35-03:00	.	autocurriculum-exploration-baselines	chore: add autocurriculum no-moving-write probe	2	M	autoresearch/autocurriculum_sweep.json;tests/test_research_workflow.py
04fc624	04fc6244f829f701ef7cb9241f837ee9758233fe	2026-06-18T15:00:07-03:00	.	autocurriculum-exploration-baselines	feat: add autocurriculum stage completion reward	6	M	autoresearch/autocurriculum_sweep.json;src/ant_byte_env/training/jax_mappo/cli.py;src/ant_byte_env/training/jax_mappo/core.py;src/ant_byte_env/training/jax_mappo/rollout.py;tests/test_research_workflow.py;tests/test_train_mappo_jax.py
eb9b976	eb9b976bde720f52077c67603a5a02f209364f57	2026-06-18T15:13:38-03:00	.	autocurriculum-exploration-baselines	feat: support autocurriculum checkpoint continuation	3	M	src/ant_byte_env/autocurriculum_autoresearch.py;src/ant_byte_env/cli.py;tests/test_research_workflow.py
87f4cfd	87f4cfd222d7d819fb7ab7955427efdbc108da57	2026-06-18T15:21:36-03:00	.	autocurriculum-exploration-baselines	fix: report rollout autocurriculum progress	5	M	src/ant_byte_env/autocurriculum_autoresearch.py;src/ant_byte_env/training/jax_mappo/core.py;src/ant_byte_env/training/jax_mappo/rollout.py;src/ant_byte_env/training/jax_mappo/runner.py;tests/test_train_mappo_jax.py
2e7be34	2e7be3408bcecd10e639266bb3e86a67b8addc38	2026-06-18T15:34:54-03:00	.	autocurriculum-exploration-baselines	feat: add autocurriculum memory ablation probes	7	M	src/ant_byte_env/autocurriculum_autoresearch.py;src/ant_byte_env/cli.py;src/ant_byte_env/training/jax_mappo/core.py;src/ant_byte_env/training/jax_mappo/rollout.py;src/ant_byte_env/training/jax_mappo/runner.py;tests/test_research_workflow.py;tests/test_train_mappo_jax.py
1721a98	1721a985cbdd44c06c613c23efbfeb58425d966d	2026-06-18T15:46:11-03:00	.	autocurriculum-exploration-baselines	feat: add delivery byte-trail reward	6	M	autoresearch/autocurriculum_sweep.json;src/ant_byte_env/training/jax_mappo/cli.py;src/ant_byte_env/training/jax_mappo/core.py;src/ant_byte_env/training/jax_mappo/rollout.py;tests/test_research_workflow.py;tests/test_train_mappo_jax.py
9148050	91480504ed0be2e1f2f6416089a18db1e55f4d3e	2026-06-18T15:58:00-03:00	.	autocurriculum-exploration-baselines	fix: make memory reward sweep stay-only	2	M	autoresearch/autocurriculum_sweep.json;tests/test_research_workflow.py
08d86d4	08d86d44596ef8b1c2557d305c47497b8fe16bcb	2026-06-18T16:11:38-03:00	.	autocurriculum-exploration-baselines	feat: add byte protocol reward shaping	6	M	autoresearch/autocurriculum_sweep.json;src/ant_byte_env/training/jax_mappo/cli.py;src/ant_byte_env/training/jax_mappo/core.py;src/ant_byte_env/training/jax_mappo/rollout.py;tests/test_research_workflow.py;tests/test_train_mappo_jax.py
2b2c4ae	2b2c4ae693864effdf6d6ac19f6a688684cc7c6f	2026-06-18T16:20:22-03:00	.	autocurriculum-exploration-baselines	feat: add lighter byte protocol sweep	2	M	autoresearch/autocurriculum_sweep.json;tests/test_research_workflow.py
e81bc43	e81bc434833737f8a1f1f697bc67386985154a98	2026-06-18T16:30:28-03:00	.	autocurriculum-exploration-baselines	feat: add sparse checkpoint memory continuation	2	M	autoresearch/autocurriculum_sweep.json;tests/test_research_workflow.py
b19cea9	b19cea9e17af5c37ed953ee90a10a3f810fe058d	2026-06-18T16:34:01-03:00	.	autocurriculum-exploration-baselines	feat: add stronger sparse checkpoint continuation	2	M	autoresearch/autocurriculum_sweep.json;tests/test_research_workflow.py
b9f2dbe	b9f2dbe23f9b6b23152bacca7eec661beb318955	2026-06-18T20:16:46-03:00	.	autocurriculum-exploration-baselines	feat: add scale-aware forage curriculum budget	6	M	experiments/forage_curriculum.json;notebooks/train_mappo_curriculum.ipynb;src/ant_byte_env/forage_autoresearch.py;src/ant_byte_env/notebook_workflows.py;tests/test_notebook_workflows.py;tests/test_notebooks.py
d9807ba	d9807ba5c35b07ffe64680e40a4e368e0e8316b7	2026-06-18T20:24:02-03:00	.	communication-memory-bytes	fix: keep wandb cleanup from masking interrupts	2	M	src/ant_byte_env/wandb_tracking.py;tests/test_wandb_tracking.py
ef2ea14	ef2ea14fed5ae70d34c01e9c9c8c05bc252af39b	2026-06-18T21:50:34-03:00	.	communication-memory-bytes	feat: replace autoresearch with forage improvement loop	40	A;D;M	autoresearch/GOAL.md;autoresearch/README.md;autoresearch/autocurriculum_sweep.json;autoresearch/communication_consolidation_sweep.json;autoresearch/communication_sweep.json;autoresearch/forage_50x50_sweep.json;autoresearch/ideas/000-communication-bits.md;autoresearch/ideas/001-communication-consolidation.md;autoresearch/ideas/002-communication-consolidation-duration.md;autoresearch/ideas/003-long-consolidation-replication.md;autoresearch/ideas/004-communication-forage-polish.md;autoresearch/ideas/005-promoted-validation-plan.md;autoresearch/ideas/006-promoted-validation-pv1.md;autoresearch/ideas/007-promoted-validation-pv2.md;autoresearch/ideas/008-promoted-validation-aggregate.md;autoresearch/ideas/009-polish-length-pl0.md;autoresearch/ideas/010-polish-length-pl1.md;autoresearch/ideas/011-short-polish-replication.md;autoresearch/ideas/012-pv3-short-polish-seed-sweep.md;autoresearch/ideas/013-fixed-seed-805-cross-source.md;autoresearch/ideas/014-pv2-polish-seed-sweep.md;autoresearch/ideas/015-polish-gate-comparison.md;autoresearch/ideas/016-pv1-polish-seed-gate.md;autoresearch/ideas/017-gate-ranking-helper.md;autoresearch/ideas/018-polish-refine.md;autoresearch/ideas/019-weak-source-refine.md;autoresearch/ideas/020-eval4-vs-eval16-gate.md;autoresearch/ideas/020-forage-50x50-r1-live.md;autoresearch/ideas/021-forage-50x50-h1-horizon.md;autoresearch/ideas/022-forage-50x50-m1-memory.md;autoresearch/ideas/023-forage-50x50-m2-footprint.md;autoresearch/ideas/024-forage-50x50-m3-write-noise.md;autoresearch/loop.json;autoresearch/protocol.md;autoresearch/templates/experiment.md;src/ant_byte_env/cli.py;src/ant_byte_env/notebook_workflows.py;src/ant_byte_env/research_loop.py;src/ant_byte_env/training/jax_mappo/cli.py;tests/test_research_workflow.py
7aca89e	7aca89e86095216bd803a30b55c22b5e85f9b4f8	2026-06-18T23:15:05-03:00	.	autocurriculum-exploration-baselines	feat: add unified forage autoresearch loop	10	D;M	autoresearch/GOAL.md;autoresearch/README.md;autoresearch/loop.json;autoresearch/templates/experiment.md;src/ant_byte_env/autocurriculum_autoresearch.py;src/ant_byte_env/autoresearch.py;src/ant_byte_env/cli.py;src/ant_byte_env/forage_autoresearch.py;src/ant_byte_env/research_loop.py;tests/test_research_workflow.py
07fa899	07fa89916f0ad92135c56ddda77eaea3b43076a9	2026-06-18T23:30:56-03:00	.	communication-memory-bytes	perf: jit jax checkpoint evaluation	1	M	src/ant_byte_env/training/jax_mappo/evaluation.py
803dad3	803dad31ac71f91ec2a589888e4b1f9f4d70e263	2026-06-18T23:33:16-03:00	.	ant-count-25x25-autoresearch	feat: add second-wave distance research candidates	2	M	autoresearch/loop.json;tests/test_research_workflow.py
a5fae7a	a5fae7afa8d677acb6ecef2bb3cb63a0a5245c8f	2026-06-18T23:59:43-03:00	.	ant-count-25x25-autoresearch	feat: add policy sharpening research candidate	2	M	autoresearch/loop.json;tests/test_research_workflow.py
ed50fce	ed50fcea3eed3d0e1280b84efd6a5f5a15da569d	2026-06-19T00:19:15-03:00	.	ant-count-25x25-autoresearch	feat: add balanced entropy research candidate	2	M	autoresearch/loop.json;tests/test_research_workflow.py
c5d8caa	c5d8caa99766bf4001093c0edf3d9bd3f47a0a82	2026-06-19T00:35:49-03:00	.	ant-count-25x25-autoresearch	feat: add fine-ladder sharp policy candidate	2	M	autoresearch/loop.json;tests/test_research_workflow.py
2af85e0	2af85e0bff9133bf1e2d4f2e4d850d8ed10bae24	2026-06-19T00:54:18-03:00	.	ant-count-25x25-autoresearch	feat: add warm-start distillation research candidate	4	M	autoresearch/loop.json;src/ant_byte_env/notebook_workflows.py;src/ant_byte_env/research_loop.py;tests/test_research_workflow.py
9c59a7d	9c59a7d0446c9b318805880f8bdc07802360df8f	2026-06-19T01:01:16-03:00	.	ant-count-25x25-autoresearch	feat: add deterministic rollout tuning experiment	4	M	autoresearch/loop.json;src/ant_byte_env/training/jax_mappo/cli.py;src/ant_byte_env/training/jax_mappo/rollout.py;tests/test_research_workflow.py
6b87d0b	6b87d0b1f9ed35f985092e14126e72c9601667a3	2026-06-19T01:10:24-03:00	.	ant-count-25x25-autoresearch	feat: add mixed rollout tuning experiment	5	M	autoresearch/loop.json;src/ant_byte_env/training/jax_mappo/cli.py;src/ant_byte_env/training/jax_mappo/rollout.py;tests/test_research_workflow.py;tests/test_train_mappo_jax.py
e9a84ac	e9a84ac7bf52ca62daba3f09961431dfc6ac951d	2026-06-19T01:17:38-03:00	.	ant-count-25x25-autoresearch	feat: add write ablation research candidate	5	M	autoresearch/loop.json;src/ant_byte_env/training/jax_mappo/cli.py;src/ant_byte_env/training/jax_mappo/evaluation.py;tests/test_research_workflow.py;tests/test_train_mappo_jax.py
813ae1c	813ae1c97cbf785ddf0e4ec151d3e569dcd93696	2026-06-19T01:21:17-03:00	.	ant-count-25x25-autoresearch	feat: add near-cookie distribution candidate	2	M	autoresearch/loop.json;tests/test_research_workflow.py
1de917b	1de917b1e81fc30abe595b70c023148bd33cc5cc	2026-06-19T01:24:45-03:00	.	ant-count-25x25-autoresearch	feat: add long-credit tuning candidate	2	M	autoresearch/loop.json;tests/test_research_workflow.py
04e84bc	04e84bc7e2c91c5882e5021393a2a182f59d5d11	2026-06-19T01:32:58-03:00	.	ant-count-25x25-autoresearch	feat: add gentle greedy mode alignment experiment	2	M	autoresearch/loop.json;tests/test_research_workflow.py
7578854	7578854ba4f77802d437c0115c6965b9788ab05e	2026-06-19T01:39:42-03:00	.	ant-count-25x25-autoresearch	test: strengthen autoresearch evaluation gate	2	M	autoresearch/loop.json;tests/test_research_workflow.py
6d6dbfc	6d6dbfc33b5f04d3cc8b27da42c0988d2a457638	2026-06-19T01:40:25-03:00	.	ant-count-25x25-autoresearch	feat: add entropy penalty mode alignment experiment	2	M	autoresearch/loop.json;tests/test_research_workflow.py
1703dbd	1703dbdb772f5f8a96c819ea1537e4ab011bac90	2026-06-19T01:48:48-03:00	.	ant-count-25x25-autoresearch	feat: add stable sharp curriculum experiment	2	M	autoresearch/loop.json;tests/test_research_workflow.py
6258ea0	6258ea08e2b5febd840feb1b15b91efc744ca231	2026-06-19T02:06:07-03:00	.	ant-count-25x25-autoresearch	feat: add sharp radius-two vision experiment	2	M	autoresearch/loop.json;tests/test_research_workflow.py
e835984	e835984bcc8c28fff73b16a4f51640f1a2b53a3c	2026-06-19T02:27:27-03:00	.	ant-count-25x25-autoresearch	feat: add movement-only greedy rollout tuning	5	M	autoresearch/loop.json;src/ant_byte_env/training/jax_mappo/cli.py;src/ant_byte_env/training/jax_mappo/rollout.py;tests/test_research_workflow.py;tests/test_train_mappo_jax.py
38ad579	38ad579b17c44a71f73c43acdf6dea7de1bff641	2026-06-19T02:30:43-03:00	.	ant-count-25x25-autoresearch	feat: add sharp seed replication experiment	2	M	autoresearch/loop.json;tests/test_research_workflow.py
da2b776	da2b776b5a3e37cbfea166c07233fef3f406b129	2026-06-19T02:50:56-03:00	.	ant-count-25x25-autoresearch	feat: add hybrid policy evaluation mode	5	M	autoresearch/loop.json;src/ant_byte_env/research_loop.py;src/ant_byte_env/training/jax_mappo/evaluation.py;tests/test_research_workflow.py;tests/test_train_mappo_jax.py
fbfe750	fbfe750482fe027dc033b983211e9e632a6b4021	2026-06-19T02:56:10-03:00	.	ant-count-25x25-autoresearch	feat: add movement temperature policy experiment	5	M	autoresearch/loop.json;src/ant_byte_env/research_loop.py;src/ant_byte_env/training/jax_mappo/evaluation.py;tests/test_research_workflow.py;tests/test_train_mappo_jax.py
cb0700c	cb0700ca2adc334265dddfd48823d28142f28395	2026-06-19T02:59:51-03:00	.	ant-count-25x25-autoresearch	feat: add paired movement temperature sweep	2	M	autoresearch/loop.json;tests/test_research_workflow.py
c114530	c1145300d857baaee05659da63d8e8c829b66e2f	2026-06-19T03:05:16-03:00	.	ant-count-25x25-autoresearch	feat: add t125 policy confirmation gate	2	M	autoresearch/loop.json;tests/test_research_workflow.py
5857aed	5857aed85db9472592f91bfb2da97beedb5205ad	2026-06-19T03:11:06-03:00	.	ant-count-25x25-autoresearch	feat: add robust temperature confirmation grid	2	M	autoresearch/loop.json;tests/test_research_workflow.py
18c6fc8	18c6fc87952ff17751347d9354641ccfb22e2d2a	2026-06-19T03:20:28-03:00	.	ant-count-25x25-autoresearch	feat: add high movement temperature sweep	2	M	autoresearch/loop.json;tests/test_research_workflow.py
db41bc5	db41bc58a60ee32257ffe94a90114b309490ddcd	2026-06-19T03:28:09-03:00	.	ant-count-25x25-autoresearch	feat: add top-three temperature confirmation	2	M	autoresearch/loop.json;tests/test_research_workflow.py
182684c	182684ce78356199cf0821385fcab00e2c910e97	2026-06-19T08:22:29-03:00	.	ant-count-25x25-autoresearch	feat: add speed-focused forage experiments	6	M	autoresearch/loop.json;src/ant_byte_env/research_loop.py;src/ant_byte_env/training/jax_mappo/evaluation.py;src/ant_byte_env/training/jax_mappo/transfer.py;tests/test_research_workflow.py;tests/test_train_mappo_jax.py
08ecb10	08ecb106c3c744cb5d0d4449584b9ca21476a66d	2026-06-19T08:30:21-03:00	.	ant-count-25x25-autoresearch	feat: add horizon-ramp speed candidates	3	M	autoresearch/loop.json;src/ant_byte_env/research_loop.py;tests/test_research_workflow.py
0abd6ba	0abd6bad715151c301e16d8069e028534cd68a22	2026-06-19T08:36:37-03:00	.	ant-count-25x25-autoresearch	feat: add speed checkpoint temperature sweep	2	M	autoresearch/loop.json;tests/test_research_workflow.py
c2601e3	c2601e3250f319b6d9f74c5ebef25c2090db1010	2026-06-19T08:40:16-03:00	.	ant-count-25x25-autoresearch	feat: add true four-x speed ramp	2	M	autoresearch/loop.json;tests/test_research_workflow.py
467e006	467e0063c30a477f1a3aedf9dbe55aefd9a83331	2026-06-19T08:45:45-03:00	.	ant-count-25x25-autoresearch	feat: add parallel food-source speed test	2	M	autoresearch/loop.json;tests/test_research_workflow.py
007428f	007428f92f299f3582440e3abc74bd30e5e03d54	2026-06-19T08:50:32-03:00	.	ant-count-25x25-autoresearch	feat: add four-x speed polish run	2	M	autoresearch/loop.json;tests/test_research_workflow.py
2557303	2557303151c77ba6d490c8ad75edf3658fa1ab8d	2026-06-19T08:55:02-03:00	.	ant-count-25x25-autoresearch	feat: add polished speed temperature confirmation	2	M	autoresearch/loop.json;tests/test_research_workflow.py
7ddae93	7ddae93ec4b8f55c5b6f316df0a1a54603b5562b	2026-06-19T08:58:21-03:00	.	ant-count-25x25-autoresearch	feat: add final low-penalty speed polish	2	M	autoresearch/loop.json;tests/test_research_workflow.py
06d0a4b	06d0a4be4592796c752cf3bc26cc7ce8edc60508	2026-06-19T09:02:22-03:00	.	ant-count-25x25-autoresearch	feat: add thirty-two ant speed candidate	2	M	autoresearch/loop.json;tests/test_research_workflow.py
e9becc1	e9becc1c0730b6b63b08f64d35bcd8cea01d45f1	2026-06-19T09:09:07-03:00	.	autocurriculum-exploration-baselines	feat: add completion bonus speed polish	9	M	autoresearch/loop.json;src/ant_byte_env/jax_autocurriculum_env.py;src/ant_byte_env/jax_env.py;src/ant_byte_env/notebook_workflows.py;src/ant_byte_env/training/jax_mappo/cli.py;src/ant_byte_env/training/jax_mappo/evaluation.py;src/ant_byte_env/training/jax_mappo/runner.py;tests/test_jax_env.py;tests/test_research_workflow.py
36b036b	36b036b0e39a1ed5f96925e35afce84086f7e87b	2026-06-19T09:15:39-03:00	.	ant-count-25x25-autoresearch	feat: add condensed food speed experiments	2	M	autoresearch/loop.json;tests/test_research_workflow.py
ac2f538	ac2f5385fffb1354181d3c2f248eb49ca28db7d0	2026-06-19T09:32:24-03:00	.	ant-count-25x25-autoresearch	feat: add wide-source speed experiment	2	M	autoresearch/loop.json;tests/test_research_workflow.py
5920b87	5920b87730f1877e448b67a6e23c8610b13ef5f8	2026-06-19T09:43:46-03:00	.	ant-count-25x25-autoresearch	feat: select best speed checkpoints	8	M	autoresearch/loop.json;src/ant_byte_env/notebook_workflows.py;src/ant_byte_env/research_loop.py;src/ant_byte_env/training/jax_mappo/cli.py;src/ant_byte_env/training/jax_mappo/runner.py;tests/test_notebook_workflows.py;tests/test_research_workflow.py;tests/test_train_mappo_jax.py
9387042	9387042d1732071c48e43be624944ecd1b28a357	2026-06-19T09:55:44-03:00	.	communication-memory-bytes	feat: render hybrid jax action modes	3	M	src/ant_byte_env/cli.py;src/ant_byte_env/rendering.py;tests/test_render.py
849c1ca	849c1caa41bb76cdf794ed7a438db43c3bfb641f	2026-06-19T09:57:30-03:00	.	ant-count-25x25-autoresearch	feat: add best checkpoint confirmation grid	2	M	autoresearch/loop.json;tests/test_research_workflow.py
0412081	0412081e0fac87285e96d4396e9d2ad5384625d7	2026-06-19T10:03:31-03:00	.	ant-count-25x25-autoresearch	feat: add checkpoint selection followups	2	M	autoresearch/loop.json;tests/test_research_workflow.py
adbcaf8	adbcaf8a070c1165b0452f5db0a48a1e7e7d165a	2026-06-19T10:06:24-03:00	.	communication-memory-bytes	fix: pass hybrid render options through wrapper	2	M	src/ant_byte_env/rendering.py;tests/test_render.py
47b4858	47b4858eab36c2a026d202444dec4b76b0058a91	2026-06-19T10:13:36-03:00	.	ant-count-25x25-autoresearch	feat: add seed2 confirmation grid	2	M	autoresearch/loop.json;tests/test_research_workflow.py
9525145	95251456707adbfc6d3b68379dc8e78bb5ab8d43	2026-06-19T10:27:26-03:00	.	ant-count-25x25-autoresearch	feat: add completion bonus best select run	2	M	autoresearch/loop.json;tests/test_research_workflow.py
1ff766e	1ff766ee7daa42295ca22b07137993eb8b8f5e18	2026-06-19T10:40:16-03:00	.	ant-count-25x25-autoresearch	feat: add heldout checkpoint selection	7	M	autoresearch/loop.json;src/ant_byte_env/notebook_workflows.py;src/ant_byte_env/training/jax_mappo/cli.py;src/ant_byte_env/training/jax_mappo/runner.py;tests/test_notebook_workflows.py;tests/test_research_workflow.py;tests/test_train_mappo_jax.py
